Protein FDR Confidence Combined	Master	Accession	Description	% Coverage	# Peptides	# PSMs	# Unique Peptides	MW in kDa	Gene Symbol	Abundance 1161573	Abundance 1161574	Abundance 1161575	Abundance 1161576	Abundance 1161577	Abundance 1161578																																		
High	Master Protein	Q7Z5P9	Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3	0	2	4	2	804.8	MUC19	5.20E+07	5.17E+07	5.11E+07	2.98E+07	3.11E+07	3.08E+07																																		
High	Master Protein	O15235	"28S ribosomal protein S12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS12 PE=1 SV=1"	14	2	4	2	15.2	MRPS12	1.21E+06	8.06E+05	9.51E+05	9.72E+05	1.04E+06	8.94E+05																																		
High	Master Protein	Q9P1Z2	Calcium-binding and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CALCOCO1 PE=1 SV=2	7	4	4	4	77.3	CALCOCO1	9.05E+05	6.48E+05	3.74E+05	9.89E+05	3.25E+05	2.04E+05																																		
High	Master Protein	Q9UET6	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Homo sapiens OX=9606 GN=FTSJ1 PE=1 SV=2	7	2	4	2	36.1	FTSJ1	4.49E+05	4.10E+05	3.32E+05	3.14E+05	3.04E+05	2.54E+05																																		
High	Master Protein	P42226	Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1	3	2	4	2	94.1	STAT6	3.07E+05	4.73E+04	6.70E+04	7.52E+05	4.82E+05	5.14E+05																																		
High	Master Protein	Q9P2K6	Kelch-like protein 42 OS=Homo sapiens OX=9606 GN=KLHL42 PE=1 SV=2	8	2	3	2	56.8	KLHL42	7.95E+05	7.78E+05	7.76E+05	6.71E+05	6.53E+05	4.94E+05																																		
High	Master Protein	Q9Y496	Kinesin-like protein KIF3A OS=Homo sapiens OX=9606 GN=KIF3A PE=1 SV=4	3	2	3	1	80	KIF3A	3.02E+05	2.75E+05	2.94E+05	1.36E+05	1.23E+05	1.94E+05																																		
High	Master Protein	Q68DA7	Formin-1 OS=Homo sapiens OX=9606 GN=FMN1 PE=1 SV=3	2	2	3	2	157.5	FMN1	1.59E+06	1.03E+06	1.35E+06	5.62E+06	6.04E+06	6.13E+06																																		
High	Master Protein	Q6ZW49	PAX-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAXIP1 PE=1 SV=2	5	3	3	3	121.3	PAXIP1	7.19E+05	3.92E+05	4.35E+05	5.70E+05	2.08E+06	7.68E+05																																		
High	Master Protein	Q9UIS9	Methyl-CpG-binding domain protein 1 OS=Homo sapiens OX=9606 GN=MBD1 PE=1 SV=2	6	2	3	2	66.6	MBD1		1.27E+05	1.32E+05	9.45E+05	1.02E+05	5.44E+05																																		
High	Master Protein	Q9BQD7	Adenine nucleotide translocase lysine N-methyltransferase OS=Homo sapiens OX=9606 GN=ANTKMT PE=1 SV=1	15	2	3	2	25.1	ANTKMT	4.70E+06	3.48E+06	3.52E+06	2.80E+06	2.59E+06	2.70E+06																																		
High	Master Protein	Q8NC74	RBBP8 N-terminal-like protein OS=Homo sapiens OX=9606 GN=RBBP8NL PE=1 SV=3	5	2	3	2	71.4	RBBP8NL	2.29E+05	1.35E+05	3.63E+05	1.83E+05	1.44E+05	1.92E+05																																		
High	Master Protein	Q9ULL5	Proline-rich protein 12 OS=Homo sapiens OX=9606 GN=PRR12 PE=1 SV=3	2	2	3	2	210.9	PRR12	3.15E+06	1.00E+06	5.39E+06	1.23E+07	1.71E+06	1.98E+06																																		
High	Master Protein	P98173	Protein FAM3A OS=Homo sapiens OX=9606 GN=FAM3A PE=1 SV=2	11	2	3	2	25.1	FAM3A	1.38E+06	5.70E+05	1.52E+06	1.29E+06	9.60E+05	1.48E+06																																		
High	Master Protein	Q8NB15	Zinc finger protein 511 OS=Homo sapiens OX=9606 GN=ZNF511 PE=1 SV=2	12	2	3	2	28.2	ZNF511	4.31E+05	4.72E+05	4.30E+05	2.76E+05		4.24E+05																																		
High	Master Protein	Q7Z392	Trafficking protein particle complex subunit 11 OS=Homo sapiens OX=9606 GN=TRAPPC11 PE=1 SV=2	3	2	3	2	128.8	TRAPPC11	1.25E+05		2.75E+05	3.69E+05	2.31E+05	2.33E+05																																		
High	Master Protein	P48960	Adhesion G protein-coupled receptor E5 OS=Homo sapiens OX=9606 GN=ADGRE5 PE=1 SV=4	3	2	3	2	91.8	ADGRE5	3.46E+05	4.17E+05		6.13E+05		7.00E+05																																		
High	Master Protein	P36959	GMP reductase 1 OS=Homo sapiens OX=9606 GN=GMPR PE=1 SV=1	13	2	3	2	37.4	GMPR	9.90E+04		2.52E+06	6.99E+04	3.17E+05	5.59E+04																																		
High	Master Protein	P63272	Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1	21	2	3	2	13.2	SUPT4H1	5.57E+05	5.86E+05	5.62E+05	3.76E+05	4.86E+05	4.82E+05																																		
High	Master Protein	Q92989	Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens OX=9606 GN=CLP1 PE=1 SV=1	4	2	3	2	47.6	CLP1	9.33E+05	1.16E+06	8.87E+05	7.17E+05	5.07E+05	8.75E+05																																		
High	Master Protein	Q5JTJ3	Cytochrome c oxidase assembly factor 6 homolog OS=Homo sapiens OX=9606 GN=COA6 PE=1 SV=1	22	2	3	2	14.1	COA6	1.09E+06	5.24E+05	6.01E+05		8.18E+05	7.78E+05																																		
High	Master Protein	Q5T4B2	Inactive glycosyltransferase 25 family member 3 OS=Homo sapiens OX=9606 GN=CERCAM PE=1 SV=1	5	2	3	2	67.5	CERCAM	1.26E+06	6.41E+05	8.18E+05	5.66E+05	1.11E+05	1.46E+06																																		
High	Master Protein	Q8IUD2	ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1	4	3	3	3	128	ERC1	1.20E+06	4.72E+05	1.03E+06	7.27E+05	8.54E+05	7.91E+05																																		
High	Master Protein	Q9BRR8	G patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GPATCH1 PE=1 SV=1	5	2	3	2	103.3	GPATCH1	7.48E+04	2.50E+05	2.58E+05	6.49E+04	9.33E+04	7.28E+04																																		
High	Master Protein	Q9H2P9	Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5 PE=1 SV=2	16	2	3	2	31.6	DPH5	2.92E+05		3.81E+05	3.48E+05	3.28E+05	2.05E+05																																		
High	Master Protein	P19474	E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1	5	2	3	2	54.1	TRIM21	2.28E+06	1.77E+05	2.09E+06	9.72E+05	2.45E+06	2.72E+06																																		
High	Master Protein	Q15121	Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2	35	3	3	3	15	PEA15	9.91E+05	2.57E+05	8.72E+05	2.01E+05	2.80E+05	9.21E+05																																		
High	Master Protein	Q86U70	LIM domain-binding protein 1 OS=Homo sapiens OX=9606 GN=LDB1 PE=1 SV=2	8	2	3	2	46.5	LDB1	6.57E+05	4.43E+05	5.46E+05			8.48E+05																																		
High	Master Protein	Q9UMZ2	Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2	3	2	3	2	140.6	SYNRG	4.33E+05	6.57E+05																																						
High	Master Protein	Q9UHA3	Probable ribosome biogenesis protein RLP24 OS=Homo sapiens OX=9606 GN=RSL24D1 PE=1 SV=1	12	2	3	2	19.6	RSL24D1	1.77E+06	6.79E+05	1.47E+06	8.38E+05		8.20E+05																																		
High	Master Protein	Q92551	Inositol hexakisphosphate kinase 1 OS=Homo sapiens OX=9606 GN=IP6K1 PE=1 SV=3	5	2	3	2	50.2	IP6K1	5.46E+05	7.08E+05	9.32E+05	5.77E+05	5.10E+05	5.80E+05																																		
High	Master Protein	Q8TEQ0	Sorting nexin-29 OS=Homo sapiens OX=9606 GN=SNX29 PE=1 SV=3	2	2	3	2	91.2	SNX29	2.83E+04	1.91E+04	1.72E+04	1.18E+05	1.19E+05	9.24E+04																																		
High	Master Protein	P14373	Zinc finger protein RFP OS=Homo sapiens OX=9606 GN=TRIM27 PE=1 SV=1	5	2	3	2	58.5	TRIM27	2.91E+05	4.37E+05	3.44E+05	2.32E+05	2.86E+05	2.72E+05																																		
High	Master Protein	Q9H0J9	Protein mono-ADP-ribosyltransferase PARP12 OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1	3	2	3	2	79	PARP12		1.69E+05	1.66E+05	4.83E+05	4.33E+05	7.19E+05																																		
High	Master Protein	O95359	Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens OX=9606 GN=TACC2 PE=1 SV=3	2	3	3	3	309.2	TACC2	3.47E+05	2.79E+05	1.22E+06	5.38E+05	1.45E+06	9.17E+05																																		
High	Master Protein	Q5QJE6	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2	7	3	3	3	84.4	DNTTIP2	9.79E+05	5.54E+05	6.92E+05	5.82E+05	3.13E+05	4.06E+05																																		
High	Master Protein	Q9H1B5	Xylosyltransferase 2 OS=Homo sapiens OX=9606 GN=XYLT2 PE=1 SV=2	3	2	3	2	96.7	XYLT2	4.81E+05	4.94E+05	5.21E+05	4.62E+05	3.57E+05	4.70E+05																																		
High	Master Protein	O76074	"cGMP-specific 3',5'-cyclic phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE5A PE=1 SV=2"	3	2	3	2	99.9	PDE5A	8.26E+05		1.52E+06																																					
High	Master Protein	Q96HA7	Tonsoku-like protein OS=Homo sapiens OX=9606 GN=TONSL PE=1 SV=2	3	2	3	2	150.8	TONSL	6.45E+05	2.25E+05	6.68E+05	2.30E+05	2.34E+05	3.94E+05																																		
High	Master Protein	Q8IYL3	UPF0688 protein C1orf174 OS=Homo sapiens OX=9606 GN=C1orf174 PE=1 SV=2	12	2	3	2	26	C1orf174	2.31E+05	1.39E+05	1.56E+05	1.16E+05	1.47E+05	1.34E+05																																		
High	Master Protein	P43007	Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1	8	2	3	2	55.7	SLC1A4	2.41E+05			6.47E+05	2.46E+05	1.75E+06																																		
High	Master Protein	Q14657	EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens OX=9606 GN=LAGE3 PE=1 SV=2	27	2	3	2	14.8	LAGE3	3.55E+05	2.15E+05	2.03E+05	1.86E+05	2.04E+05	2.37E+05																																		
High	Master Protein	Q96PV6	Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3	6	2	3	2	88.1	LENG8	3.24E+05	4.23E+05		8.40E+05		5.00E+05																																		
High	Master Protein	Q53H54	tRNA wybutosine-synthesizing protein 2 homolog OS=Homo sapiens OX=9606 GN=TRMT12 PE=1 SV=1	9	2	3	2	50.2	TRMT12	1.18E+06	4.39E+05	1.20E+06																																					
High	Master Protein	Q05D32	CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2	4	2	3	2	53	CTDSPL2	4.99E+05	4.27E+05	3.55E+05	4.77E+05	3.31E+05	2.93E+05																																		
High	Master Protein	Q93062	RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS PE=1 SV=1	15	2	3	2	21.8	RBPMS	1.86E+06	1.27E+06	1.84E+06		4.17E+05	3.52E+05																																		
High	Master Protein	O75143	Autophagy-related protein 13 OS=Homo sapiens OX=9606 GN=ATG13 PE=1 SV=1	8	2	3	2	56.5	ATG13	6.28E+05	5.65E+05	8.97E+05	1.19E+06	8.17E+05	8.85E+05																																		
High	Master Protein	Q7L273	BTB/POZ domain-containing protein KCTD9 OS=Homo sapiens OX=9606 GN=KCTD9 PE=1 SV=1	13	3	3	3	42.5	KCTD9	1.44E+05		2.65E+05	1.29E+05	6.05E+04	3.79E+04																																		
High	Master Protein	Q9NSY2	StAR-related lipid transfer protein 5 OS=Homo sapiens OX=9606 GN=STARD5 PE=1 SV=2	12	2	3	2	23.8	STARD5	6.30E+05	3.80E+05	6.52E+05	1.07E+06	5.42E+05	6.68E+05																																		
High	Master Protein	Q8IXQ4	GPALPP motifs-containing protein 1 OS=Homo sapiens OX=9606 GN=GPALPP1 PE=1 SV=1	7	2	3	2	38.1	GPALPP1	1.16E+06	1.30E+06	1.35E+06	5.26E+05	4.20E+05	6.34E+05																																		
High	Master Protein	P21359	Neurofibromin OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=2	0	2	3	2	319.2	NF1	4.42E+05	3.61E+05	2.77E+05	2.57E+05	2.90E+05	2.36E+05																																		
High	Master Protein	O94923	D-glucuronyl C5-epimerase OS=Homo sapiens OX=9606 GN=GLCE PE=1 SV=3	5	2	3	2	70.1	GLCE	7.36E+05	1.67E+05	2.37E+06	2.12E+06	7.08E+05	6.42E+05																																		
High	Master Protein	Q9BXS4	Transmembrane protein 59 OS=Homo sapiens OX=9606 GN=TMEM59 PE=1 SV=1	7	2	3	2	36.2	TMEM59	1.51E+06	1.49E+06	1.72E+06	3.51E+06	3.47E+06	3.25E+06																																		
High	Master Protein	P30281	G1/S-specific cyclin-D3 OS=Homo sapiens OX=9606 GN=CCND3 PE=1 SV=2	12	2	3	1	32.5	CCND3	1.47E+06																																							
High	Master Protein	Q9NYH9	U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens OX=9606 GN=UTP6 PE=1 SV=2	6	2	3	2	70.1	UTP6	2.22E+06	6.54E+05	6.20E+05	1.30E+05	7.30E+05	2.22E+06																																		
High	Master Protein	Q96R06	Sperm-associated antigen 5 OS=Homo sapiens OX=9606 GN=SPAG5 PE=1 SV=2	5	3	3	3	134.3	SPAG5	1.00E+06	7.18E+05	8.03E+05	9.01E+04																																				
High	Master Protein	Q9BZQ6	ER degradation-enhancing alpha-mannosidase-like protein 3 OS=Homo sapiens OX=9606 GN=EDEM3 PE=1 SV=2	3	3	3	3	104.6	EDEM3	1.24E+06	9.31E+05	1.14E+06	9.69E+05	5.36E+05	9.71E+05																																		
High	Master Protein	Q9Y546	Leucine-rich repeat-containing protein 42 OS=Homo sapiens OX=9606 GN=LRRC42 PE=1 SV=1	8	2	3	2	48.5	LRRC42	5.74E+05	8.53E+04	1.60E+06	7.91E+05	5.77E+05	8.34E+05																																		
High	Master Protein	Q02040	A-kinase anchor protein 17A OS=Homo sapiens OX=9606 GN=AKAP17A PE=1 SV=2	2	2	3	2	80.7	AKAP17A	4.76E+05	2.81E+05	4.83E+05	1.99E+05	1.27E+05	3.03E+05																																		
High	Master Protein	Q9Y2D0	"Carbonic anhydrase 5B, mitochondrial OS=Homo sapiens OX=9606 GN=CA5B PE=1 SV=1"	8	2	3	2	36.4	CA5B	1.42E+06	9.56E+05	5.17E+06	2.29E+06	3.25E+06	2.17E+06																																		
High	Master Protein	P04279	Semenogelin-1 OS=Homo sapiens OX=9606 GN=SEMG1 PE=1 SV=2	10	3	3	3	52.1	SEMG1				5.72E+05	1.14E+05																																			
High	Master Protein	Q86US8	Telomerase-binding protein EST1A OS=Homo sapiens OX=9606 GN=SMG6 PE=1 SV=2	2	2	3	2	160.4	SMG6	1.27E+05	1.28E+05	1.64E+05	4.05E+04	3.82E+04	3.70E+04																																		
High	Master Protein	Q6UXH1	Protein disulfide isomerase CRELD2 OS=Homo sapiens OX=9606 GN=CRELD2 PE=1 SV=1	7	2	3	2	38.2	CRELD2	1.70E+06	1.07E+06	1.90E+06	7.68E+05		1.05E+06																																		
High	Master Protein	Q9H4L4	Sentrin-specific protease 3 OS=Homo sapiens OX=9606 GN=SENP3 PE=1 SV=2	12	3	3	3	65	SENP3	1.86E+06	1.71E+06	2.23E+06	1.22E+06	7.15E+05	1.47E+06																																		
High	Master Protein	Q9BPX7	UPF0415 protein C7orf25 OS=Homo sapiens OX=9606 GN=C7orf25 PE=1 SV=1	10	2	3	2	46.4	C7orf25	9.39E+05	3.65E+05	5.33E+05	1.93E+05	8.89E+05	1.15E+06																																		
High	Master Protein	Q6KC79	Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2	1	3	3	3	315.9	NIPBL	3.26E+05	4.68E+04	1.65E+05	1.81E+05	9.45E+04	9.75E+04																																		
High	Master Protein	Q9BTY7	Protein HGH1 homolog OS=Homo sapiens OX=9606 GN=HGH1 PE=1 SV=1	12	2	3	2	42.1	HGH1	1.54E+07	9.97E+05	1.95E+07	1.50E+07	1.11E+07	8.45E+06																																		
High	Master Protein	Q7Z5J4	Retinoic acid-induced protein 1 OS=Homo sapiens OX=9606 GN=RAI1 PE=1 SV=2	3	3	3	3	203.2	RAI1	4.59E+05	1.24E+06	1.39E+06	2.62E+05	4.36E+05	1.84E+05																																		
High	Master Protein	Q96S06	Lipase maturation factor 1 OS=Homo sapiens OX=9606 GN=LMF1 PE=1 SV=1	7	2	3	2	64.8	LMF1	8.08E+05	3.02E+05	1.75E+06	1.11E+06	1.30E+06	1.35E+06																																		
High	Master Protein	Q9UM47	Neurogenic locus notch homolog protein 3 OS=Homo sapiens OX=9606 GN=NOTCH3 PE=1 SV=2	1	2	3	1	243.5	NOTCH3	8.43E+05	4.40E+05	1.33E+06	1.14E+06	8.67E+05	9.26E+05																																		
High	Master Protein	O15212	Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1	16	2	3	2	14.6	PFDN6	1.12E+06	4.61E+05	3.71E+05	6.67E+05	1.47E+06	1.30E+06																																		
High	Master Protein	Q53GA4	Pleckstrin homology-like domain family A member 2 OS=Homo sapiens OX=9606 GN=PHLDA2 PE=1 SV=2	12	2	3	2	17.1	PHLDA2	1.60E+06	1.06E+06	1.10E+06	6.88E+05	5.75E+05	5.87E+05																																		
High	Master Protein	Q8IVH8	Mitogen-activated protein kinase kinase kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP4K3 PE=1 SV=1	3	2	3	2	101.3	MAP4K3	4.91E+05	5.42E+05		6.70E+05	6.26E+05	6.32E+05																																		
High	Master Protein	Q96RK0	Protein capicua homolog OS=Homo sapiens OX=9606 GN=CIC PE=1 SV=2	1	2	3	2	163.7	CIC	2.15E+06	1.56E+06	1.49E+06	5.39E+04	9.03E+04	7.60E+04																																		
High	Master Protein	P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	35	2	3	2	10.2	COX6B1	6.04E+05	3.26E+05	4.36E+05	2.71E+05	6.31E+05	5.01E+05																																		
High	Master Protein	Q9BU89	Deoxyhypusine hydroxylase OS=Homo sapiens OX=9606 GN=DOHH PE=1 SV=1	18	3	3	3	32.9	DOHH			2.22E+05	3.24E+04		6.75E+04																																		
High	Master Protein	Q9NX55	Huntingtin-interacting protein K OS=Homo sapiens OX=9606 GN=HYPK PE=1 SV=3	21	2	3	2	13.6	HYPK	7.10E+05		7.04E+05																																					
High	Master Protein	P54840	"Glycogen [starch] synthase, liver OS=Homo sapiens OX=9606 GN=GYS2 PE=1 SV=2"	5	2	3	1	80.9	GYS2	1.10E+07	9.15E+06	8.42E+06	9.60E+06	1.21E+07	6.70E+06																																		
High	Master Protein	Q9C0D3	Protein zyg-11 homolog B OS=Homo sapiens OX=9606 GN=ZYG11B PE=1 SV=2	3	2	3	2	83.9	ZYG11B	5.74E+05		3.62E+05	3.59E+05	1.20E+06	1.66E+06																																		
High	Master Protein	Q15398	Disks large-associated protein 5 OS=Homo sapiens OX=9606 GN=DLGAP5 PE=1 SV=2	2	2	3	2	95.1	DLGAP5	8.11E+05	7.64E+05	1.15E+06	6.28E+05	3.88E+05	4.31E+05																																		
High	Master Protein	Q9UNW1	Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1	5	2	3	2	55	MINPP1	1.31E+06	1.40E+05	9.15E+05	3.09E+05	1.16E+06	1.09E+06																																		
High	Master Protein	P54278	Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2	3	2	2	2	95.7	PMS2	2.77E+05	3.95E+05	4.34E+05																																					
High	Master Protein	Q96L96	Alpha-protein kinase 3 OS=Homo sapiens OX=9606 GN=ALPK3 PE=1 SV=2	1	2	2	2	201.1	ALPK3	6.36E+06	7.22E+06	7.24E+06	5.63E+06	5.89E+06	5.96E+06																																		
High	Master Protein	Q9C0I1	Myotubularin-related protein 12 OS=Homo sapiens OX=9606 GN=MTMR12 PE=1 SV=2	4	2	2	2	86.1	MTMR12	6.41E+05	6.16E+05	7.57E+05	1.63E+05	3.55E+05	1.68E+05																																		
High	Master Protein	Q9Y5Q0	Fatty acid desaturase 3 OS=Homo sapiens OX=9606 GN=FADS3 PE=1 SV=1	11	2	2	2	51.1	FADS3	1.61E+05	7.13E+04		1.27E+05	1.19E+05	1.19E+05																																		
High	Master Protein	P01876	Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2	7	2	2	2	37.6		3.67E+06	2.50E+06	2.75E+06	3.29E+06	1.35E+06	1.50E+06																																		
High	Master Protein	Q96II8	DISP complex protein LRCH3 OS=Homo sapiens OX=9606 GN=LRCH3 PE=1 SV=2	2	2	2	2	86	LRCH3	5.08E+05	5.36E+05	5.39E+05	4.17E+05	2.11E+05	7.84E+04																																		
High	Master Protein	Q05084	Islet cell autoantigen 1 OS=Homo sapiens OX=9606 GN=ICA1 PE=1 SV=2	7	2	2	2	54.6	ICA1	4.85E+05	7.48E+05	5.85E+05	3.99E+05	3.26E+05	5.65E+05																																		
High	Master Protein	Q8IUH3	RNA-binding protein 45 OS=Homo sapiens OX=9606 GN=RBM45 PE=1 SV=1	5	2	2	2	53.5	RBM45	2.99E+06	3.65E+05	3.28E+06	1.52E+06	2.12E+06	4.04E+06																																		
High	Master Protein	Q8TAD4	Zinc transporter 5 OS=Homo sapiens OX=9606 GN=SLC30A5 PE=1 SV=1	5	2	2	2	84	SLC30A5	5.29E+05	5.37E+05	6.04E+06	2.54E+05	2.72E+05	2.62E+05																																		
High	Master Protein	O60294	tRNA wybutosine-synthesizing protein 4 OS=Homo sapiens OX=9606 GN=LCMT2 PE=1 SV=3	5	2	2	2	75.6	LCMT2	2.47E+05	1.31E+05	8.47E+04	1.07E+05	1.54E+05	2.38E+05																																		
High	Master Protein	Q5SW96	Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens OX=9606 GN=LDLRAP1 PE=1 SV=3	9	2	2	2	33.9	LDLRAP1	1.05E+06	1.04E+06	1.11E+06																																					
High	Master Protein	Q9H788	SH2 domain-containing protein 4A OS=Homo sapiens OX=9606 GN=SH2D4A PE=1 SV=1	6	2	2	2	52.7	SH2D4A	1.90E+05	1.55E+05	6.20E+04	1.61E+05	1.37E+05	1.39E+05																																		
High	Master Protein	Q9H019	Mitochondrial fission regulator 1-like OS=Homo sapiens OX=9606 GN=MTFR1L PE=1 SV=2	14	2	2	2	31.9	MTFR1L	4.27E+05	4.78E+05	6.88E+05	9.67E+05	4.92E+05	6.29E+05																																		
High	Master Protein	O95084	Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23 PE=1 SV=1	7	2	2	2	43	PRSS23	3.24E+05	3.56E+05	3.39E+05	6.23E+05	7.54E+05	7.27E+05																																		
High	Master Protein	Q3MIX3	Uncharacterized aarF domain-containing protein kinase 5 OS=Homo sapiens OX=9606 GN=ADCK5 PE=1 SV=3	5	2	2	2	65.8	ADCK5	8.37E+05	3.52E+05	7.74E+05	5.72E+05	5.56E+05	5.46E+05																																		
High	Master Protein	Q8N5J2	Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Homo sapiens OX=9606 GN=MINDY1 PE=1 SV=2	14	2	2	2	51.7	MINDY1	9.58E+05		2.91E+05		8.60E+04	4.79E+04																																		
High	Master Protein	O15287	Fanconi anemia group G protein OS=Homo sapiens OX=9606 GN=FANCG PE=1 SV=1	5	2	2	1	68.5	FANCG	4.19E+05		2.10E+05		1.05E+05																																			
High	Master Protein	P21980	Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	5	2	2	2	77.3	TGM2	3.91E+05	1.15E+05	3.10E+05	3.32E+05	7.37E+04	2.25E+05																																		
High	Master Protein	Q9H1U9	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 OS=Homo sapiens OX=9606 GN=SLC25A51 PE=1 SV=1	12	2	2	2	33.7	SLC25A51	1.31E+06	1.28E+06	1.22E+06	1.24E+06	9.77E+05	9.60E+05																																		
High	Master Protein	Q9HA82	Ceramide synthase 4 OS=Homo sapiens OX=9606 GN=CERS4 PE=1 SV=2	5	2	2	2	46.4	CERS4	1.51E+06	8.65E+05	2.20E+06	7.87E+05	1.13E+06	9.67E+05																																		
High	Master Protein	Q9Y5W9	Sorting nexin-11 OS=Homo sapiens OX=9606 GN=SNX11 PE=1 SV=2	10	2	2	2	30.4	SNX11	2.97E+05	9.95E+05	8.51E+05	1.10E+06	8.45E+05	9.08E+05																																		
High	Master Protein	Q9NWS6	Protein FAM118A OS=Homo sapiens OX=9606 GN=FAM118A PE=1 SV=2	9	2	2	2	40.2	FAM118A	4.19E+05			6.94E+05	4.47E+05	3.82E+05																																		
High	Master Protein	Q5T1V6	Probable ATP-dependent RNA helicase DDX59 OS=Homo sapiens OX=9606 GN=DDX59 PE=1 SV=1	6	2	2	2	68.8	DDX59	9.08E+05		4.62E+05	6.03E+05	1.08E+06	8.23E+05																																		
High	Master Protein	Q9UK73	Protein fem-1 homolog B OS=Homo sapiens OX=9606 GN=FEM1B PE=1 SV=1	4	2	2	2	70.2	FEM1B	6.65E+05	4.13E+05	6.51E+05	7.32E+05	1.13E+06	8.65E+05																																		
